epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,787.971,1.33549,3.72021,1.69094,0.02957,0.75101,0.08594,0.05059,1.36834,4.08517,1.89096,0.000417,0.000417,0.000417
